site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
PITN 12DEC27 2012.9884 56288 1720 4  -42.8    772  0.878180   -564218  0.006374    67  0.977414  0.0080 0.000790 0.000730 0.003211 -0.052178  0.109673 -0.049754  -5.1024800778  -42.7930296791    67.97741
PITN 12DEC28 2012.9911 56289 1720 5  -42.8    772  0.877453   -564218  0.008232    67  0.977876  0.0080 0.000755 0.000686 0.003064 -0.020957  0.105917  0.029143  -5.1024800610  -42.7930296857    67.97788
PITN 12DEC29 2012.9938 56290 1720 6  -42.8    772  0.879014   -564218  0.007265    67  0.980604  0.0080 0.000793 0.000715 0.003159 -0.026366  0.063597 -0.020685  -5.1024800698  -42.7930296716    67.98060
PITN 12DEC30 2012.9966 56291 1721 0  -42.8    772  0.878330   -564218  0.004749    67  0.971427  0.0080 0.000778 0.000697 0.003066 -0.037903  0.110224 -0.023991  -5.1024800925  -42.7930296778    67.97143
PITN 12DEC31 2012.9993 56292 1721 1  -42.8    772  0.879100   -564218  0.007404    67  0.973276  0.0080 0.000796 0.000718 0.003179 -0.052765  0.154000 -0.064905  -5.1024800685  -42.7930296708    67.97328
PITN 13JAN01 2013.0021 56293 1721 2  -42.8    772  0.876894   -564218  0.007460    67  0.983442  0.0080 0.000778 0.000722 0.003109 -0.038718  0.058533 -0.028672  -5.1024800680  -42.7930296907    67.98344
PITN 13JAN02 2013.0048 56294 1721 3  -42.8    772  0.877943   -564218  0.006508    67  0.981767  0.0080 0.000780 0.000708 0.003098 -0.065768  0.068328 -0.028401  -5.1024800766  -42.7930296813    67.98177
PITN 13JAN03 2013.0075 56295 1721 4  -42.8    772  0.877384   -564218  0.009487    67  0.972586  0.0080 0.000760 0.000692 0.003013 -0.050016  0.077881 -0.069441  -5.1024800497  -42.7930296863    67.97259
PITN 13JAN04 2013.0103 56296 1721 5  -42.8    772  0.878000   -564218  0.008097    67  0.975854  0.0080 0.000761 0.000705 0.003030 -0.025000  0.074574 -0.042865  -5.1024800623  -42.7930296808    67.97585
PITN 13JAN05 2013.0130 56297 1721 6  -42.8    772  0.877475   -564218  0.007915    67  0.979697  0.0080 0.000775 0.000704 0.003068 -0.057353  0.066140 -0.000943  -5.1024800639  -42.7930296855    67.97970
PITN 13JAN06 2013.0157 56298 1722 0  -42.8    772  0.877108   -564218  0.005084    67  0.981756  0.0080 0.000790 0.000718 0.003085 -0.079091  0.111285 -0.105819  -5.1024800895  -42.7930296888    67.98176
PITN 13JAN07 2013.0185 56299 1722 1  -42.8    772  0.880080   -564218  0.010110    67  0.973865  0.0080 0.000790 0.000720 0.003124 -0.069957 -0.007062  0.011592  -5.1024800441  -42.7930296620    67.97386
PITN 13JAN08 2013.0212 56300 1722 2  -42.8    772  0.875949   -564218  0.008653    67  0.973614  0.0080 0.000776 0.000713 0.003038 -0.052281  0.051335 -0.060513  -5.1024800572  -42.7930296993    67.97361
PITN 13JAN09 2013.0240 56301 1722 3  -42.8    772  0.880029   -564218  0.006994    67  0.987311  0.0080 0.000800 0.000731 0.003191 -0.035825  0.059827 -0.005858  -5.1024800722  -42.7930296625    67.98731
PITN 13JAN10 2013.0267 56302 1722 4  -42.8    772  0.878753   -564218  0.007432    67  0.973157  0.0080 0.000773 0.000696 0.002988 -0.043594  0.053117 -0.062881  -5.1024800683  -42.7930296740    67.97316
PITN 13JAN11 2013.0294 56303 1722 5  -42.8    772  0.878530   -564218  0.007582    67  0.980252  0.0080 0.000768 0.000690 0.003022 -0.038007  0.084287 -0.075802  -5.1024800669  -42.7930296760    67.98025
PITN 13JAN12 2013.0322 56304 1722 6  -42.8    772  0.878475   -564218  0.008303    67  0.968726  0.0080 0.000782 0.000721 0.003069 -0.070690  0.074664 -0.046449  -5.1024800604  -42.7930296765    67.96873
PITN 13JAN13 2013.0349 56305 1723 0  -42.8    772  0.878834   -564218  0.009362    67  0.975542  0.0080 0.000752 0.000677 0.002900 -0.048958  0.064810 -0.039816  -5.1024800508  -42.7930296732    67.97554
PITN 13JAN14 2013.0376 56306 1723 1  -42.8    772  0.879706   -564218  0.009079    67  0.978480  0.0080 0.000767 0.000692 0.002982 -0.043970  0.054990 -0.084592  -5.1024800534  -42.7930296654    67.97848
PITN 13JAN15 2013.0404 56307 1723 2  -42.8    772  0.879356   -564218  0.006736    67  0.986254  0.0080 0.000794 0.000720 0.003111 -0.049941  0.042182 -0.011562  -5.1024800746  -42.7930296685    67.98625
PITN 13JAN16 2013.0431 56308 1723 3  -42.8    772  0.876149   -564218  0.006929    67  0.976603  0.0080 0.000780 0.000714 0.003132 -0.041434  0.103616 -0.073931  -5.1024800728  -42.7930296975    67.97660
PITN 13JAN17 2013.0459 56309 1723 4  -42.8    772  0.875031   -564218  0.005166    67  0.970083  0.0080 0.000811 0.000732 0.003269 -0.027508  0.058174 -0.070390  -5.1024800888  -42.7930297075    67.97008
PITN 13JAN18 2013.0486 56310 1723 5  -42.8    772  0.876161   -564218  0.006552    67  0.987194  0.0080 0.000797 0.000700 0.003033 -0.071719  0.027405 -0.088157  -5.1024800762  -42.7930296973    67.98719
PITN 13JAN19 2013.0513 56311 1723 6  -42.8    772  0.875004   -564218  0.010027    67  0.969111  0.0080 0.000752 0.000680 0.002942 -0.044753  0.030488 -0.048363  -5.1024800448  -42.7930297078    67.96911
PITN 13JAN20 2013.0541 56312 1724 0  -42.8    772  0.877548   -564218  0.007499    67  0.970838  0.0080 0.000767 0.000683 0.002949 -0.041082  0.040588 -0.035395  -5.1024800677  -42.7930296848    67.97084
PITN 13JAN21 2013.0568 56313 1724 1  -42.8    772  0.877717   -564218  0.005421    67  0.973154  0.0080 0.000764 0.000690 0.002944 -0.063132  0.070362 -0.023280  -5.1024800865  -42.7930296833    67.97315
PITN 13JAN22 2013.0595 56314 1724 2  -42.8    772  0.877250   -564218  0.007747    67  0.966115  0.0080 0.000757 0.000693 0.003020 -0.046384  0.067302 -0.019081  -5.1024800654  -42.7930296875    67.96611
PITN 13JAN23 2013.0623 56315 1724 3  -42.8    772  0.876588   -564218  0.006571    67  0.976718  0.0080 0.000785 0.000689 0.002992 -0.024705  0.108006 -0.053946  -5.1024800761  -42.7930296935    67.97672
PITN 13JAN24 2013.0650 56316 1724 4  -42.8    772  0.876263   -564218  0.008202    67  0.974219  0.0080 0.000825 0.000726 0.003226 -0.033876  0.117474 -0.022051  -5.1024800613  -42.7930296964    67.97422
PITN 13JAN25 2013.0678 56317 1724 5  -42.8    772  0.878717   -564218  0.007487    67  0.979635  0.0080 0.000772 0.000698 0.002985 -0.077338  0.068662 -0.073249  -5.1024800678  -42.7930296743    67.97964
PITN 13JAN26 2013.0705 56318 1724 6  -42.8    772  0.877967   -564218  0.007466    67  0.973388  0.0080 0.000751 0.000688 0.002918 -0.049107  0.034491 -0.047037  -5.1024800680  -42.7930296811    67.97339
PITN 13JAN27 2013.0732 56319 1725 0  -42.8    772  0.878196   -564218  0.006003    67  0.970120  0.0080 0.000736 0.000668 0.002864 -0.052116  0.054709 -0.049968  -5.1024800812  -42.7930296790    67.97012
PITN 13JAN28 2013.0760 56320 1725 1  -42.8    772  0.878154   -564218  0.006922    67  0.969021  0.0080 0.000754 0.000693 0.002958 -0.038070  0.066979 -0.016286  -5.1024800729  -42.7930296794    67.96902
PITN 13JAN29 2013.0787 56321 1725 2  -42.8    772  0.879073   -564218  0.007106    67  0.967781  0.0080 0.000756 0.000686 0.002928 -0.044847  0.091252 -0.068952  -5.1024800712  -42.7930296711    67.96778
PITN 13JAN30 2013.0815 56322 1725 3  -42.8    772  0.875895   -564218  0.005714    67  0.972019  0.0080 0.000755 0.000695 0.002915 -0.038491  0.056975 -0.016468  -5.1024800838  -42.7930296997    67.97202
PITN 13JAN31 2013.0842 56323 1725 4  -42.8    772  0.877989   -564218  0.006528    67  0.977704  0.0080 0.000764 0.000700 0.003069 -0.030540  0.095746  0.004889  -5.1024800764  -42.7930296808    67.97770
PITN 13FEB01 2013.0869 56324 1725 5  -42.8    772  0.877555   -564218  0.007887    67  0.969057  0.0080 0.000797 0.000686 0.003033 -0.084031  0.041233  0.002801  -5.1024800642  -42.7930296848    67.96906
PITN 13FEB02 2013.0897 56325 1725 6  -42.8    772  0.877003   -564218  0.007934    67  0.967800  0.0080 0.000743 0.000660 0.002855 -0.030582  0.074909 -0.046125  -5.1024800637  -42.7930296897    67.96780
PITN 13FEB03 2013.0924 56326 1726 0  -42.8    772  0.878232   -564218  0.007128    67  0.972675  0.0080 0.000746 0.000678 0.002894 -0.034757  0.086105 -0.046746  -5.1024800710  -42.7930296787    67.97267
PITN 13FEB04 2013.0951 56327 1726 1  -42.8    772  0.878311   -564218  0.007081    67  0.972759  0.0080 0.000769 0.000699 0.003075 -0.041919  0.078337 -0.040750  -5.1024800714  -42.7930296779    67.97276
PITN 13FEB05 2013.0979 56328 1726 2  -42.8    772  0.877441   -564218  0.010099    67  0.966372  0.0080 0.000785 0.000703 0.003044 -0.069887  0.066523 -0.016610  -5.1024800442  -42.7930296858    67.96637
PITN 13FEB06 2013.1006 56329 1726 3  -42.8    772  0.877499   -564218  0.007823    67  0.978775  0.0080 0.000803 0.000741 0.003310 -0.039838  0.106143  0.019306  -5.1024800647  -42.7930296853    67.97878
PITN 13FEB07 2013.1034 56330 1726 4  -42.8    772  0.875938   -564218  0.007694    67  0.970228  0.0080 0.000780 0.000713 0.003098 -0.029308  0.087615 -0.025871  -5.1024800659  -42.7930296994    67.97023
PITN 13FEB08 2013.1061 56331 1726 5  -42.8    772  0.876873   -564218  0.008505    67  0.973213  0.0080 0.000731 0.000656 0.002829 -0.030672  0.065701 -0.051451  -5.1024800586  -42.7930296909    67.97321
PITN 13FEB09 2013.1088 56332 1726 6  -42.8    772  0.877939   -564218  0.007813    67  0.973228  0.0080 0.000802 0.000713 0.003179 -0.043324  0.110764 -0.001540  -5.1024800648  -42.7930296813    67.97323
PITN 13FEB10 2013.1116 56333 1727 0  -42.8    772  0.879097   -564218  0.009725    67  0.967572  0.0080 0.000808 0.000711 0.003111 -0.046110  0.128208 -0.022920  -5.1024800475  -42.7930296709    67.96757
PITN 13FEB11 2013.1143 56334 1727 1  -42.8    772  0.875291   -564218  0.007595    67  0.965282  0.0080 0.000809 0.000720 0.003216 -0.034367  0.082181  0.002919  -5.1024800668  -42.7930297052    67.96528
PITN 13FEB12 2013.1170 56335 1727 2  -42.8    772  0.877119   -564218  0.007561    67  0.975197  0.0080 0.000809 0.000736 0.003266 -0.025912  0.115298 -0.006467  -5.1024800671  -42.7930296887    67.97520
PITN 13FEB13 2013.1198 56336 1727 3  -42.8    772  0.877735   -564218  0.007882    67  0.975172  0.0080 0.000799 0.000733 0.003199 -0.043687  0.094175 -0.013333  -5.1024800642  -42.7930296831    67.97517
PITN 13FEB14 2013.1225 56337 1727 4  -42.8    772  0.875589   -564218  0.008999    67  0.975226  0.0080 0.000788 0.000707 0.003073 -0.086934  0.045573 -0.037154  -5.1024800541  -42.7930297025    67.97523
PITN 13FEB15 2013.1253 56338 1727 5  -42.8    772  0.877359   -564218  0.009047    67  0.970227  0.0080 0.000784 0.000703 0.003103 -0.063594  0.093818 -0.000793  -5.1024800537  -42.7930296865    67.97023
PITN 13FEB16 2013.1280 56339 1727 6  -42.8    772  0.875960   -564218  0.010178    67  0.967505  0.0080 0.000781 0.000699 0.003149 -0.046577  0.063901  0.005991  -5.1024800434  -42.7930296992    67.96750
PITN 13FEB17 2013.1307 56340 1728 0  -42.8    772  0.876614   -564218  0.009969    67  0.970253  0.0080 0.000793 0.000704 0.003200 -0.044811  0.154567 -0.005865  -5.1024800453  -42.7930296933    67.97025
PITN 13FEB18 2013.1335 56341 1728 1  -42.8    772  0.876326   -564218  0.011198    67  0.970771  0.0080 0.000774 0.000678 0.003042 -0.039148  0.104472 -0.033501  -5.1024800342  -42.7930296959    67.97077
PITN 13FEB19 2013.1362 56342 1728 2  -42.8    772  0.878306   -564218  0.010544    67  0.974485  0.0080 0.000770 0.000690 0.002966 -0.072653  0.063898 -0.036586  -5.1024800401  -42.7930296780    67.97449
PITN 13FEB20 2013.1389 56343 1728 3  -42.8    772  0.876406   -564218  0.009807    67  0.976367  0.0080 0.000767 0.000674 0.002968 -0.033779  0.087841 -0.013274  -5.1024800468  -42.7930296951    67.97637
PITN 13FEB21 2013.1417 56344 1728 4  -42.8    772  0.876605   -564218  0.008167    67  0.970030  0.0080 0.000776 0.000715 0.003138 -0.056952  0.048389  0.008351  -5.1024800616  -42.7930296933    67.97003
PITN 13FEB22 2013.1444 56345 1728 5  -42.8    772  0.882283   -564218  0.011186    67  0.971831  0.0080 0.000821 0.000763 0.003314 -0.045604  0.067952  0.032755  -5.1024800343  -42.7930296421    67.97183
PITN 13FEB23 2013.1472 56346 1728 6  -42.8    772  0.876810   -564218  0.008468    67  0.964051  0.0080 0.000776 0.000723 0.003057 -0.055205  0.045957 -0.061478  -5.1024800589  -42.7930296915    67.96405
PITN 13FEB24 2013.1499 56347 1729 0  -42.8    772  0.877782   -564218  0.008812    67  0.966719  0.0080 0.000773 0.000677 0.002970 -0.053531  0.091442 -0.017782  -5.1024800558  -42.7930296827    67.96672
PITN 13FEB25 2013.1526 56348 1729 1  -42.8    772  0.877922   -564218  0.011433    67  0.976641  0.0080 0.000787 0.000685 0.003026 -0.081909  0.088785 -0.036157  -5.1024800321  -42.7930296815    67.97664
PITN 13FEB26 2013.1554 56349 1729 2  -42.8    772  0.877197   -564218  0.009216    67  0.970633  0.0080 0.000772 0.000680 0.002988 -0.061882  0.133028 -0.033910  -5.1024800521  -42.7930296880    67.97063
PITN 13FEB27 2013.1581 56350 1729 3  -42.8    772  0.875706   -564218  0.008190    67  0.967799  0.0080 0.000773 0.000677 0.002935 -0.060004  0.089964 -0.017387  -5.1024800614  -42.7930297014    67.96780
PITN 13FEB28 2013.1608 56351 1729 4  -42.8    772  0.875824   -564218  0.008315    67  0.978285  0.0080 0.000762 0.000667 0.002907 -0.029021  0.085801 -0.005054  -5.1024800603  -42.7930297004    67.97829
PITN 13MAR01 2013.1636 56352 1729 5  -42.8    772  0.878286   -564218  0.010507    67  0.971845  0.0080 0.000753 0.000672 0.002923 -0.033515  0.074576 -0.049430  -5.1024800405  -42.7930296782    67.97185
PITN 13MAR02 2013.1663 56353 1729 6  -42.8    772  0.877992   -564218  0.009645    67  0.965586  0.0080 0.000784 0.000681 0.002958 -0.064890  0.049353 -0.025534  -5.1024800483  -42.7930296808    67.96559
PITN 13MAR03 2013.1691 56354 1730 0  -42.8    772  0.879401   -564218  0.008471    67  0.970134  0.0080 0.000772 0.000681 0.002955 -0.041624  0.064579  0.007260  -5.1024800589  -42.7930296681    67.97013
PITN 13MAR04 2013.1718 56355 1730 1  -42.8    772  0.879150   -564218  0.009181    67  0.966083  0.0080 0.000782 0.000682 0.002970 -0.046583  0.071537 -0.028618  -5.1024800525  -42.7930296704    67.96608
PITN 13MAR05 2013.1745 56356 1730 2  -42.8    772  0.877175   -564218  0.008932    67  0.968562  0.0080 0.000774 0.000702 0.003051 -0.062196  0.079453 -0.020298  -5.1024800547  -42.7930296882    67.96856
PITN 13MAR06 2013.1773 56357 1730 3  -42.8    772  0.874786   -564218  0.008069    67  0.967072  0.0080 0.000784 0.000690 0.003034 -0.048290  0.042972  0.010824  -5.1024800625  -42.7930297097    67.96707
PITN 13MAR07 2013.1800 56358 1730 4  -42.8    772  0.875582   -564218  0.008915    67  0.973548  0.0080 0.000825 0.000713 0.003109 -0.054673  0.058671  0.003397  -5.1024800549  -42.7930297026    67.97355
PITN 13MAR08 2013.1828 56359 1730 5  -42.8    772  0.876207   -564218  0.008884    67  0.972467  0.0080 0.000756 0.000669 0.002853 -0.047326  0.053526 -0.036329  -5.1024800551  -42.7930296969    67.97247
PITN 13MAR09 2013.1855 56360 1730 6  -42.8    772  0.879887   -564218  0.010317    67  0.965189  0.0080 0.000760 0.000678 0.002895 -0.048703  0.079816 -0.056623  -5.1024800422  -42.7930296637    67.96519
PITN 13MAR10 2013.1882 56361 1731 0  -42.8    772  0.879489   -564218  0.008241    67  0.977590  0.0080 0.000776 0.000684 0.002964 -0.047969  0.023318 -0.007264  -5.1024800610  -42.7930296673    67.97759
PITN 13MAR11 2013.1910 56362 1731 1  -42.8    772  0.875849   -564218  0.007387    67  0.972766  0.0080 0.000817 0.000695 0.003013 -0.085538  0.045185  0.017950  -5.1024800687  -42.7930297002    67.97277
PITN 13MAR12 2013.1937 56363 1731 2  -42.8    772  0.877441   -564218  0.009360    67  0.973282  0.0080 0.000748 0.000673 0.002863 -0.043740  0.051582 -0.028119  -5.1024800508  -42.7930296858    67.97328
PITN 13MAR13 2013.1964 56364 1731 3  -42.8    772  0.876175   -564218  0.008766    67  0.973258  0.0080 0.000751 0.000661 0.002809 -0.051404  0.035864 -0.022365  -5.1024800562  -42.7930296972    67.97326
PITN 13MAR14 2013.1992 56365 1731 4  -42.8    772  0.875032   -564218  0.007558    67  0.963224  0.0080 0.000799 0.000705 0.003062 -0.044072 -0.001905 -0.023308  -5.1024800671  -42.7930297075    67.96322
PITN 13MAR15 2013.2019 56366 1731 5  -42.8    772  0.877978   -564218  0.006663    67  0.973814  0.0080 0.000757 0.000669 0.002936 -0.042615  0.084110 -0.031714  -5.1024800752  -42.7930296810    67.97381
PITN 13MAR16 2013.2047 56367 1731 6  -42.8    772  0.874748   -564218  0.007102    67  0.985732  0.0080 0.000779 0.000703 0.003039 -0.027749  0.023079 -0.037322  -5.1024800713  -42.7930297101    67.98573
PITN 13MAR17 2013.2074 56368 1732 0  -42.8    772  0.876589   -564218  0.010119    67  0.971355  0.0080 0.000755 0.000680 0.002895 -0.053382  0.075649 -0.044880  -5.1024800440  -42.7930296935    67.97135
PITN 13MAR18 2013.2101 56369 1732 1  -42.8    772  0.878494   -564218  0.008814    67  0.964046  0.0080 0.000743 0.000670 0.002865 -0.036220  0.018466 -0.058464  -5.1024800558  -42.7930296763    67.96405
PITN 13MAR19 2013.2129 56370 1732 2  -42.8    772  0.876104   -564218  0.009811    67  0.980772  0.0080 0.000788 0.000703 0.003033 -0.032000  0.032630 -0.026941  -5.1024800468  -42.7930296979    67.98077
PITN 13MAR20 2013.2156 56371 1732 3  -42.8    772  0.875220   -564218  0.010171    67  0.972385  0.0080 0.000728 0.000660 0.002813 -0.051301  0.015338 -0.041005  -5.1024800435  -42.7930297058    67.97238
PITN 13MAR21 2013.2183 56372 1732 4  -42.8    772  0.877654   -564218  0.009876    67  0.968610  0.0080 0.000739 0.000665 0.002819 -0.048582  0.040835 -0.053825  -5.1024800462  -42.7930296839    67.96861
PITN 13MAR22 2013.2211 56373 1732 5  -42.8    772  0.876045   -564218  0.008240    67  0.977214  0.0080 0.000755 0.000671 0.002888 -0.034821  0.045459 -0.059349  -5.1024800610  -42.7930296984    67.97721
PITN 13MAR23 2013.2238 56374 1732 6  -42.8    772  0.876678   -564218  0.011071    67  0.969401  0.0080 0.000744 0.000670 0.002863 -0.026253  0.030191 -0.064829  -5.1024800354  -42.7930296927    67.96940
PITN 13MAR24 2013.2266 56375 1733 0  -42.8    772  0.873698   -564218  0.008611    67  0.967640  0.0080 0.000743 0.000666 0.002843 -0.029662  0.054593 -0.071608  -5.1024800576  -42.7930297196    67.96764
PITN 13MAR25 2013.2293 56376 1733 1  -42.8    772  0.873488   -564218  0.008170    67  0.972033  0.0080 0.000756 0.000689 0.002944 -0.041649  0.030096 -0.044130  -5.1024800616  -42.7930297214    67.97203
PITN 13MAR26 2013.2320 56377 1733 2  -42.8    772  0.875674   -564218  0.009031    67  0.967535  0.0080 0.000761 0.000683 0.002949 -0.028412  0.061986 -0.014105  -5.1024800538  -42.7930297017    67.96754
PITN 13MAR27 2013.2348 56378 1733 3  -42.8    772  0.877177   -564218  0.008017    67  0.959305  0.0080 0.000731 0.000671 0.002821 -0.043208  0.023238 -0.045913  -5.1024800630  -42.7930296882    67.95930
PITN 13MAR28 2013.2375 56379 1733 4  -42.8    772  0.876350   -564218  0.008039    67  0.974848  0.0080 0.000751 0.000679 0.002893 -0.049791  0.020815 -0.013571  -5.1024800628  -42.7930296956    67.97485
PITN 13MAR29 2013.2402 56380 1733 5  -42.8    772  0.874322   -564218  0.007030    67  0.964802  0.0080 0.000801 0.000710 0.003144 -0.049300  0.042755 -0.044711  -5.1024800719  -42.7930297139    67.96480
PITN 13MAR30 2013.2430 56381 1733 6  -42.8    772  0.874923   -564218  0.006814    67  0.962271  0.0080 0.000762 0.000680 0.002938 -0.029562  0.010685 -0.051376  -5.1024800739  -42.7930297085    67.96227
PITN 13MAR31 2013.2457 56382 1734 0  -42.8    772  0.875104   -564218  0.009006    67  0.964770  0.0080 0.000761 0.000683 0.002891 -0.049761  0.020556 -0.010653  -5.1024800540  -42.7930297069    67.96477
